index,연번,구분,학교명,학급수,학생수(명),우편번호,주소,연락처,lat,lon
464,465,유치원,삽교초등학교병설유치원,1,6,32414,예산군 삽교읍 삽교로 4길 26,337-2864,36.6886022010929,126.743198831725
465,466,유치원,용동초등학교병설유치원,1,13,32412,예산군 삽교읍 삽교평야로 193,338-3634,36.7023735823337,126.715609788627
466,467,유치원,보성초등학교병설유치원,3,52,32416,예산군 삽교읍 예학로 127,337-1742,36.667264400308,126.680959869811
467,468,유치원,덕산초등학교병설유치원,3,24,32406,예산군 덕산면 봉운로 38,337-0206,36.7067480611044,126.669050034016
468,469,유치원,시량초등학교병설유치원,1,8,32407,예산군 덕산면 덕산온천로 91,337-5468,36.6856922388618,126.643402157326
469,470,유치원,수덕초등학교병설유치원,1,3,32410,예산군 덕산면 수덕사로 631,337-7227,36.640095105928,126.604565128562
470,471,유치원,봉산초등학교병설유치원,1,8,32404,예산군 봉산면 봉산로 369-10,337-1051,36.7489667887517,126.68039799108708
471,472,유치원,고덕초등학교병설유치원,2,14,32403,예산군 고덕면 황금뜰로 203번지 ,337-8007,36.7476401056731,126.702910544706
473,474,유치원,예덕초등학교병설유치원,1,5,32401,예산군 고덕면 몽곡상몽길 54,338-3707,36.7782065059765,126.716441124773
474,475,유치원,신암초등학교병설유치원,1,4,32418,예산군 신암면 신암남로 285-6,332-9010,36.7328957333976,126.820756561285
475,476,유치원,오가초등학교병설유치원,1,5,32425,예산군 오가면 역말로 89  ,333-0946 ,36.6877022268581,126.793856041511
476,477,유치원,양신초등학교병설유치원,1,3,32424,예산군 오가면 내양막 길 5,333-3764,36.7063430877969,126.784776907979
477,478,유치원,성모유치원,2,23,32435,예산군 예산로 161번길 10,332-2565,36.679623249931,126.842624656565
478,479,유치원,세정유치원,6,94,32441,예산군 예산읍 예중길 24-26,333-3940,36.67782115822416,126.83218820389261
479,480,유치원,태안유치원,8,81,32148,충남 태안군 태안읍 냉천골길 16,041-675-3311,36.75473626348545,126.3202418668444
480,481,유치원,안면초등학교병설유치원,1,10,32164,충남 태안군 안면읍 장터로 230,041-673-1021,36.528008319519,126.347137160559
481,482,유치원,방포초등학교병설유치원,1,5,32166,충남 태안군 안면읍 꽃지해안로 519,041-674-4197,36.5068224594958,126.34744906397
482,483,유치원,안중초등학교병설유치원,1,3,32167,충남 태안군 안면읍 율포길 31,041-673-5376,36.4739513974666,126.372124794677
483,484,유치원,창기초등학교병설유치원,1,4,32162,충남 태안군 안면읍 황도로 72,041-673-7617,36.5796904195123,126.338045376156
484,485,유치원,고남초등학교병설유치원,1,3,32172,충남 태안군 고남읍 안면대로 4189,041-673-5677,,
485,486,유치원,남면초등학교병설유치원,1,4,32154,충남 태안군 남면 남면로 125,041-672-4383,36.6735909440098,126.299614564987
486,487,유치원,삼성초등학교병설유치원,1,3,32158,충남 태안군 남면 마검포길 93-1,041-675-4201,36.6221712585882,126.311643771669
488,489,유치원,안흥초등학교병설유치원,1,2,32131,충남 태안군 근흥면 죽림길 45,041-674-9325,36.69572129829943,126.17433357057502
490,491,유치원,모항초등학교병설유치원,1,5,32123,충남 태안군 소원면 모항파도로 116,041-672-9184,36.7731169491949,126.139817476898
492,493,유치원,원북초등학교병설유치원,1,8,32109,충남 태안군 원북면 원이로 849-3,041-672-5070,36.8262618085588,126.259030673863
494,495,유치원,이원초등학교병설유치원,1,3,32103,충남 태안군 이원면 원이로 1536-31,041-672-8789,36.8691144971777,126.281455303422
496,497,유치원,파랑새유치원,5,94,32142,충남 태안군 태안읍 성안1길80,041-675-7171,,
497,498,초등학교,천안초등학교,18,386,31122,충남 천안시 동남구 중앙로 169,041-568-0747,36.8138830668919,127.151705434724
499,500,초등학교,천안남산초등학교,20,391,31132,충남 천안시 동남구 버들1길 30,041-565-3833,36.8050169160707,127.153906715873
500,501,초등학교,천안성정초등학교,17,282,31141,충남 천안시 서북구 성정7길 3,041-577-4105,36.8156053043605,127.14052826517
501,502,초등학교,천안일봉초등학교,20,390,31154,충남 천안시 동남구 다가2길 3,041-579-8450,36.8002241997311,127.138259114278
502,503,초등학교,환서초등학교,81,2154,31097,충남 천안시 서북구 한들2로 34-41,041-552-9858,36.82815262439277,127.12233834157563
503,504,초등학교,천안부대초등학교,12,171,31080,충남 천안시 서북구 공대길 37,041-568-8296,36.8490508825796,127.152169564917
504,505,초등학교,천안업성초등학교,6,45,31076,충남 천안시 서북구 업성5길 20,041-583-3736,36.8617050085863,127.14127651154
505,506,초등학교,천안청수초등학교,18,319,31190,충남 천안시 동남구 청수로 35-3,041-551-8951,36.7891650639147,127.150688697355
506,507,초등학교,천안청당초등학교,49,1274,31211,충남 천안시 동남구 청당2길 94,041-523-2591,36.7800339042007,127.151531155565
507,508,초등학교,천안신안초등학교,27,616,31125,충남 천안시 동남구 원성25길 21,041-622-7603,36.814027456188,127.162460181774
508,509,초등학교,안서초등학교,12,253,31066,충남 천안시 동남구 중암3길 10,041-551-4532,36.8324774776876,127.175879351858
509,510,초등학교,천안봉명초등학교,14,260,31151,충남 천안시 동남구 봉명2길 11,041-576-3232,36.8053822761039,127.135023135879
510,511,초등학교,천안구성초등학교,20,410,31194,충남 천안시 동남구 청수로 126,041-565-5193,36.7927268971258,127.158520638288
511,512,초등학교,천안서초등학교,25,490,31134,충남 천안시 서북구 서부16길 27,041-620-3800,36.822970192657706,127.13965849755088
512,513,초등학교,천안봉서초등학교,27,559,31148,충남 천안시 동남구 봉서10길 12,041-577-8520,36.8125053122023,127.131216293148
513,514,초등학교,천안미라초등학교,17,310,31155,충남 천안시 서북구 미라2길 13,041-571-4271,36.8008876525931,127.128404104799
514,515,초등학교,천안쌍용초등학교,24,522,31166,충남 천안시 서북구 쌍용6길 9,041-571-8614,36.8017332097663,127.122991044367
515,516,초등학교,천안신부초등학교,28,578,31119,충남 천안시 동남구 터미널5길 30,041-563-8246,36.822710184217,127.160066464558
516,517,초등학교,천안신용초등학교,29,652,31184,충남 천안시 동남구 새말1길 29,041-573-6105,36.7909280537633,127.132151983768
517,518,초등학교,천안용암초등학교,23,531,31166,충남 천안시 서북구 월봉로 147,041-577-0382,36.8041420479272,127.118387072071
518,519,초등학교,천안월봉초등학교,35,679,31171,충남 천안시 서북구 월봉4로 120-8,041-577-1816,36.7972602294491,127.115664919716
519,520,초등학교,천안부성초등학교,29,630,31100,충남 천안시 서부구 부성1길 16,041-561-0490,,
520,521,초등학교,천안신촌초등학교,13,176,31177,충남 천안시 동남구 신촌4로 9,041-577-6852,36.7873582421247,127.123389312281
521,522,초등학교,천안용곡초등학교,32,746,31185,충남 천안시 동남구 새말1길 73,041-569-6185,36.7871007804126,127.131558357391
522,523,초등학교,천안용소초등학교,30,709,31184,충남 천안시 동남구 일봉로 82-18,041-579-8142,36.7894892316876,127.135922906319
523,524,초등학교,천안백석초등학교,35,786,31158,충남 천안시 서북구 백석3로 98,041-622-8485,36.8200016194826,127.121926358228
524,525,초등학교,천안오성초등학교,41,891,31090,충남 천안시 서북구 오성5길 23,041-522-6092,36.8316348670553,127.130473237805
525,526,초등학교,천안두정초등학교,37,890,31103,충남 천안시 서북구 두정역서1길 10,041-622-9577,36.8363626953903,127.146933789616
526,527,초등학교,천안수곡초등학교,25,619,31175,충남 천안시 서북구 수곡로 19-32 ,041-576-6028,36.7902710551421,127.122990646992
527,528,초등학교,천안불당초등학교,48,1198,31164,충남 천안시 서북구 불당4로 39-21,041-622-2091,36.8061191400209,127.108900800726
528,529,초등학교,천안서당초등학교,35,832,31165,충남 천안시 서북구 불당11로 63,041-558-6012,36.8040347776446,127.113810464959
529,530,초등학교,천안신대초등학교,26,569,31102,충남 천안시 서북구 성정두정로 130,041-558-0642,36.8375787795817,127.142833010026
530,531,초등학교,천안와촌초등학교,12,219,31152,충남 천안시 서북구 와촌4길 16,041-579-9084,36.8063044280773,127.144715799985
531,532,초등학교,천안청룡초등학교,27,642,31202,충남 천안시 동남구 풍세로 801-28,041-579-9530,36.7810252014511,127.139694379994
532,533,초등학교,천안삼거리초등학교,28,496,31195,충남 천안시 동남구 충절로 340 ,041-569-1392,36.7895698072533,127.163542341567
533,534,초등학교,천안쌍정초등학교,23,520,31179,충남 천안시 서북구 충무로 5-44,041-578-9384,36.78733778554281,127.11502821836791
534,535,초등학교,천안새샘초등학교,48,1171,31207,충남 천안시 동남구 통정9로 58,041-413-2300,36.7711191340902,127.131074046723
535,536,초등학교,천안가온초등학교,39,957,31200,충남 천안시 동남구 청수14로 21,041-522-1731,36.7852853321096,127.148888612768
536,537,초등학교,천안차암초등학교,64,1426,31085,충남 천안시 서북구 스마일시티1로 50,041-413-3502,36.8445919054917,127.105977506041
537,538,초등학교,천안불무초등학교,75,2072,31156,충남 천안시 서북구 불당23로 29,041-567-0800,36.8196285012759,127.104988151025
538,539,초등학교,천안아름초등학교,75,2202,31156,충남 천안시 서북구 불당27길 1,041-418-9650,,
539,540,초등학교,천안한들초등학교,33,694,31096,충남 천안시 서북구 한들2로 33,041-551-5804,36.8257045401801,127.1176491064
540,541,초등학교,천안성성초등학교,53,1248,31078,충남 천안시 서북구 성성10길 77,041-569-0371,36.840780762887725,127.13560553722188
541,542,초등학교,천안희망초등학교,39,888,31115,충남 천안시 동남구 단대로 21-7,041-622-4100,36.82650218932122,127.15381410646155
542,543,초등학교,천안호수초등학교,27,555,31168,충남 천안시 서북구 공원로 140,041-533-5362,36.7960107004486,127.09828244133
543,544,초등학교,천안가람초등학교,53,1259,31078,충남 천안시 서북구 성성6로 47-11,041-415-2472,36.843059407047484,127.1242949416276
544,545,초등학교,천안능수초등학교,18,366,31212,충남 천안시 동남구 청당용평로 112,041-414-2580,36.776646816231384,127.16031341319862
545,546,초등학교,풍세초등학교,15,145,31217,충남 천안시 동남구 풍세면 풍세2길 5,041-566-7006,36.7260732138124,127.117998463379
546,547,초등학교,용정초등학교,6,84,31214,충남 천안시 동남구 풍세면 용정길 8-7,041-566-7184,36.7450290871864,127.101530643928
547,548,초등학교,미죽초등학교,6,101,31215,충남 천안시 동남구 풍세면 미죽2길 7,041-566-6238,36.7378837975117,127.151063119345
548,549,초등학교,광덕초등학교,7,68,31221,충남 천안시 동남구 광덕면 신흥리3길 36,041-567-0347,36.6986972265802,127.110262037846
549,550,초등학교,행정초등학교,6,14,31223,충남 천안시 동남구 광덕면 광덕로 534,041-566-6503,36.6870273947128,127.15702343647
550,551,초등학교,보산원초등학교,6,47,31218,충남 천안시 동남구 광덕면 보산원2길 33,041-567-0344,36.6855929173474,127.075778030134
551,552,초등학교,목천초등학교,8,104,31231,충남 천안시 동남구 목천읍 서리2길 31,041-557-3342,36.7876937772989,127.235482046989
552,553,초등학교,신계초등학교,14,200,31233,충남 천안시 동남구 목천읍 천정1길 243-9,041-557-1291,36.7687772111732,127.202391278899
553,554,초등학교,도장초등학교,6,46,31225,충남 천안시 동남구 목천읍 도장1길 73 ,041-566-6433,36.7474272432979,127.180410421201
554,555,초등학교,천안부영초등학교,16,302,31226,충남 천안시 동남구 목천읍 삼성5길 22-14,041-565-1371,36.7594990109016,127.175331811497
555,556,초등학교,신흥초등학교,16,339,31233,충남 천안시 동남구 목천읍 신계5길 27 ,041-557-0382,36.7735534112013,127.21655783482
556,557,초등학교,위례초등학교,6,48,31238,충남 천안시 동남구 북면 오곡2길 6-13,041-554-7365,36.8245848453101,127.274323525732
557,558,초등학교,은석초등학교,6,43,31242,충남 천안시 동남구 북면 용암3길 10,041-553-3081,36.7882787925268,127.257563627281
558,559,초등학교,성남초등학교,6,44,31248,충남 천안시 동남구 성남면 대흥신덕길 95,041-553-0032,36.7272765557759,127.250929581284
559,560,초등학교,신사초등학교,6,27,31245,충남 천안시 동남구 성남면 신사대화로 155,041-553-0014,36.7426721552908,127.238233215994
560,561,초등학교,수신초등학교,6,30,31251,충남 천안시 동남구 수신면 수신로 459,041-522-0101,36.7329854057333,127.28333875063
561,562,초등학교,병천초등학교,8,134,31254,충남 천안시 동남구 병천면 병천2로 35,041-564-1021,36.7658767304547,127.300739370307
562,563,초등학교,천동초등학교,7,21,31258,충남 천안시 동남구 동면 동산1길 59,041-523-4012,36.7783635012066,127.347984414738
563,564,초등학교,성환초등학교,24,517,31015,충남 천안시 서북구 성환읍 성환12길 37,041-581-9555,36.9181490987513,127.132510331711
564,565,초등학교,성신초등학교,10,125,31014,충남 천안시 서북구 성환읍 성환12길 7,041-581-2814,36.9181787816959,127.128456830486
565,566,초등학교,대홍초등학교,6,39,31005,충남 천안시 서북구 성환읍 잠실길 4,041-581-2700,36.9493889886753,127.147105679798
566,567,초등학교,신가초등학교,6,48,31001,충남 천안시 서북구 성환읍 성환신흥2길 2,041-581-3860,36.9510108009635,127.114518265316
567,568,초등학교,신방초등학교,6,53,31000,충남 천안시 서북구 성환읍 신방로 73,041-581-2314,36.9290215348209,127.088028028158
568,569,초등학교,도하초등학교,6,53,31005,충남 천안시 서북구 성환읍 연암로 382,041-581-5140,36.94848358675731,127.16673641940152
569,570,초등학교,직산초등학교,9,140,31032,충남 천안시 서북구 직산읍 직산안길 79,041-581-3706,36.9037529470649,127.161815414284
570,571,초등학교,삼은초등학교,26,486,31037,충남 천안시 서북구 직산읍 삼은2길 11,041-583-3915,36.8777218404151,127.148139121005
571,572,초등학교,양당초등학교,10,161,31029,충남 천안시 서북구 직산읍 양당1길 9-12,041-584-0015,36.8786750119797,127.113997396718
572,573,초등학교,성거초등학교,27,563,31046,충남 천안시 서북구 성거읍 소댕이3길 606-21,041-622-7849,36.8718467969943,127.199764731378
573,574,초등학교,소망초등학교,25,482,31048,충남 천안시 서북구 성거읍 역전말3길 102 ,041-587-0065,36.8758976208775,127.162241176207
574,575,초등학교,입장초등학교,13,157,31055,충남 천안시 서북구 입장면 하장4길 19,041-585-3992,36.913412827028,127.220040802678
575,576,초등학교,양대초등학교,6,54,31055,충남 천안시 서북구 입장면 성진로 858,041-584-5077,36.9149438729105,127.226230750876
576,577,초등학교,공주중동초등학교,11,163,32563,충남 공주시 웅진로 146-5,041-850-9601,36.453714790487,127.125299496666
577,578,초등학교,공주금학초등학교,7,57,32564,충남 공주시 공주고담길 19,041-858-1460,36.4478069912937,127.125071370601
578,579,초등학교,태봉초등학교,6,35,32600,충남 공주시 원태봉길57(태봉동),041-852-8007,,
579,580,초등학교,공주봉황초등학교,7,86,32549,충남 공주시 오거리길5,041-854-2203,36.449588176672,127.121107658085
580,581,초등학교,효포초등학교,7,34,32596,충남 공주시 전진배길 313(신기동),041-854-5374,,
581,582,초등학교,신관초등학교,26,569,32576,충남 공주시 번영1로 97-13,041-856-1901,36.47559079393445,127.13889428439884
582,583,초등학교,공주교동초등학교,9,143,32542,충남 공주시 용당길 69-6,041-854-3927,36.46000194919909,127.11666922665917
583,584,초등학교,공주신월초등학교,46,1185,32579,충남 공주시 번영1로 193(신관동),041-881-5013,,
584,585,초등학교,유구초등학교,8,88,32506,충남 공주시 유구읍 유구초교길 12,041-841-2302,36.5542995121791,126.949750084568
585,586,초등학교,구산초등학교,6,31,32508,충남 공주시 유구읍 유구마곡사로 61-1,041-841-8588,36.5517398162587,126.957954444372
586,587,초등학교,이인초등학교,7,38,32607,충남 공주시 이인면 은행길 56,041-857-5052,36.3622640197988,127.060096141964
587,588,초등학교,탄천초등학교,7,36,32609,충남 공주시 탄천면 통산로 168,041-854-1625,36.33114126726525,127.03032903790601
588,589,초등학교,계룡초등학교,6,48,32616,충남 공주시 계룡면 영규대사로 459,041-857-5023,36.357671770563,127.14121136272
589,590,초등학교,경천초등학교,6,21,32619,충남 공주시 계룡면 신원사로112,041-852-4030,36.3244728342696,127.149615356136
590,591,초등학교,반포초등학교,8,44,32622,충남 공주시 반포면 반포초교길 97,041-857-7010,36.39981991959069,127.2452699741166
591,592,초등학교,학봉초등학교,6,37,32626,충남 공주시 반포면 동학사 1로 141-10,042-825-4069,36.3613877003992,127.252981009035
592,593,초등학교,의당초등학교,7,59,32518,충남 공주시 의당면 의당초교길 49,041-852-0010,36.5305503866654,127.153727406563
593,594,초등학교,수촌초등학교,7,52,32519,충남 공주시 의당면 윗태실길 1-8,041-854-4052,36.5173837111507,127.135048031946
594,595,초등학교,정안초등학교,6,42,32512,충남 공주시 정안면 내촌리 정안중앙길79,041-858-6004,,
595,596,초등학교,석송초등학교,6,49,32513,충남 공주시 정안면 마래섭들길56,041-858-0384,36.5644995017287,127.114378586712
596,597,초등학교,우성초등학교,7,38,32531,충남 공주시 우성면 동대리길 33,041-853-2481,36.4718014588649,127.047826700085
597,598,초등학교,귀산초등학교,6,54,32528,충남 공주시 우성면 귀산길 81-15,041-854-7304,36.4999354545129,127.112533384
598,599,초등학교,상서초등학교,7,59,32530,충남 공주시 우성면 우성길 137-37,041-854-0544,36.4792581022163,127.077821794887
599,600,초등학교,호계초등학교,6,27,32523,충남 공주시 사곡면 마곡사로 149-12,041-841-7014,36.507707334459,127.023482337988
600,601,초등학교,마곡초등학교,7,20,32520,충남 공주시 사곡면 운정길 29-10,041-841-8010,36.5589153868103,127.018212042719
601,602,초등학교,신풍초등학교,7,27,32525,충남 공주시 신풍면 신풍길 50-11,041-841-1003,36.5175626286145,126.952966850046
602,603,초등학교,덕암초등학교,7,22,32500,충남 공주시 유구읍 금계산로 943,041-841-6352,36.6300457514775,126.970197131101
603,604,초등학교,공주교육대학교부설초등학교,25,475,32553,충남 공주시 하선길 47,041-850-1802,36.4416719845461,127.117856391715
604,605,초등학교,대천초등학교,25,541,33439,충남 보령시 대천로 59,041-931-1401,36.3541451925191,126.599202567716
605,606,초등학교,대남초등학교,7,81,33454,충남 보령시 남대천로 22,041-936-3832,36.3522400803743,126.594386221363
606,607,초등학교,한내초등학교,17,264,33475,충남 보령시 보령남로 39,041-934-2103,36.342105530379,126.601367343965
607,608,초등학교,명천초등학교,35,839,33481,충남 보령시 주공로 119,041-931-7182,36.3391368883332,126.610609810478
608,609,초등학교,대천동대초등학교,38,899,33430,충남 보령시 한내로터리길 137-12,041-931-7937,36.3526645608923,126.614820470827
609,610,초등학교,대관초등학교,14,225,33452,충남 보령시 대관초등길 97,041-933-5279,36.3570067552322,126.584267485599
610,611,초등학교,청룡초등학교,7,36,33491,충남 보령시 대해로 646,041-933-9773,36.3195875031825,126.538416933132
611,612,초등학교,청룡초등학교장고분교장,2,5,33411,충남 보령시 오천면 장고도2길 18,041-931-3602,36.3890019343769,126.336197112904
612,613,초등학교,청파초등학교,7,43,33489,충남 보령시 대천항로 235,041-932-6166,36.3185960737619,126.511180188077
614,615,초등학교,웅천초등학교,6,38,33519,충남 보령시 웅천읍 충서로 1035,041-931-2982,36.2404727621035,126.591475713184
615,616,초등학교,대창초등학교,7,34,33522,충남 보령시 웅천읍 방축길 90-43,041-934-6692,36.2318607195387,126.60590766226
616,617,초등학교,관당초등학교,6,21,33507,충남 보령시 웅천읍 무창포로 309,041-936-3813,36.24623649429384,126.55793560472148
617,618,초등학교,주포초등학교,6,28,33434,충남 보령시 주포면 보령읍성길 87-22,041-932-7006,36.4162131004215,126.590405634159
618,619,초등학교,관창초등학교,7,90,33426,충남 보령시 주교면 한술1길 17,041-932-3195,36.3854567268153,126.582720686511
619,620,초등학교,송학초등학교,6,37,33409,충남 보령시 주교면 토정로 796-52,041-934-7092,36.3800256539478,126.526933320447
620,621,초등학교,오천초등학교,5,17,33412,충남 보령시 오천면 충청수영로 822,041-931-1364,36.4384819844458,126.523232898919
621,622,초등학교,오천초등학교삽시분교장,2,7,33411,충남 보령시 오천면 삽시도1길 159-34,041-931-1365,36.3500672418017,126.358456097937
622,623,초등학교,천북초등학교,7,38,33402,충남 보령시 천북면 하궁길 45,041-641-9018,36.4818678015035,126.531577592577
623,624,초등학교,낙동초등학교,6,15,33403,충남 보령시 천북면 천광로 421-6,041-641-6879,36.4941858407356,126.56520036922
624,625,초등학교,청소초등학교,7,28,33418,충남 보령시 청소면 청소큰길 225,041-932-9733,36.4514547384674,126.592223823482
625,626,초등학교,남포초등학교,7,26,33495,충남 보령시 남포면 읍성향교길 21,041-933-0066,36.3052076311071,126.608992678287
626,627,초등학교,주산초등학교,6,19,33517,충남 보령시 주산면 충서로 416,041-933-6025,36.1997311600484,126.634837985036
627,628,초등학교,청라초등학교,7,51,33424,충남 보령시 청라면 원모루길 205,041-932-8038,36.3905091651623,126.672482046751
628,629,초등학교,청보초등학교,7,64,33423,충남 보령시 청라면 대청로 759,041-932-8047,36.3894227610741,126.656583578949
629,630,초등학교,옥계초등학교,7,43,33421,충남 보령시 청라면 죽성로 681,041-936-7172,36.4121067221555,126.645397018245
630,631,초등학교,월전초등학교,7,32,33501,충남 보령시 남포면 곡촌길 11,041-933-1094,36.2716727967363,126.568133455744
631,632,초등학교,미산초등학교,7,26,33512,충남 보령시 미산면 판미로 1462-7,041-933-4175,36.28860384684155,126.67708611368056
632,633,초등학교,개화초등학교,7,36,33486,충남 보령시 성주면 성주산로 735,041-933-5841,36.3068033450862,126.654233924013
633,634,초등학교,성주초등학교,7,36,33485,충남 보령시 성주면 성주초교길 8,041-934-3482,36.3421567697278,126.653658875268
634,635,초등학교,청파초등학교외연도분교장,4,8,33411,충남 보령시 오천면 외연도1길 134,041-936-5004,36.2286783310258,126.081801112993
635,636,초등학교,광명초등학교,5,16,33411,충남 보령시 오천면 원산도3길 151-11,041-936-6109,36.371410967528,126.431153214667
636,637,초등학교,온양초등학교,17,300,31562,충남 아산시 온주길 26번길 10,041-544-4821,36.761050548211,127.018317957397
637,638,초등학교,온양온천초등학교,15,305,31520,충남 아산시 청운로 90,041-544-9830,36.782278294886,127.009481899075
638,639,초등학교,온양동신초등학교,34,788,31526,충남 아산시 번영로234번길 52,041-544-6552,36.7799777248322,127.017592071387
639,640,초등학교,온양초사초등학교,7,75,31559,충남 아산시 초사길 122,041-532-2139,36.7511006607325,126.973554596802
640,641,초등학교,온양천도초등학교,36,761,31504,충남 아산시 실옥로 45,041-544-4860,36.7872056997785,126.99197840925
641,642,초등학교,신리초등학교,45,1141,31517,충남 아산시 모종로 73-13,041-545-2091,36.786780077413205,127.02373974394925
642,643,초등학교,신광초등학교,19,280,31530,충남 아산시 서부북로 993,041-534-7215,36.7891520245564,126.969315519362
643,644,초등학교,온양중앙초등학교,21,302,31570,충남 아산시 중앙로 17,041-546-2352,36.7768287108016,127.001756446746
644,645,초등학교,용화초등학교,18,380,31569,충남 아산시 시민로 258번길 3-8,041-549-7494,36.7736278904513,126.995998873126
645,646,초등학교,온양권곡초등학교,22,441,31518,충남 아산시 문화로 243번길 14,041-534-6802,36.7908168131201,127.014000349422
646,647,초등학교,온양신정초등학교,15,245,31502,충남 아산시 온천대로 1333번길 29,041-532-7907,36.78786125085364,126.98681355764452
647,648,초등학교,온양풍기초등학교,47,1145,31579,충남 아산시 남부로 351,041-546-3404,36.7745996733118,127.018831969124
648,649,초등학교,충무초등학교,20,424,31517,충남 아산시 문화로 271-45,041-547-5302,36.7906428845474,127.020337209303
649,650,초등학교,아산초등학교,40,855,31580,충남 아산시 남부로 266,041-549-6292,36.7703077063348,127.01129496741
650,651,초등학교,송남초등학교,13,169,31557,충남 아산시 송악면 송악로 802,041-543-3907,36.7328031715965,127.010349055193
651,652,초등학교,거산초등학교,6,63,31584,충남 아산시 송악면 외암로 460,041-542-9152,36.6919172993435,126.989898119893
652,653,초등학교,배방초등학교,51,1185,31487,충남 아산시 배방읍 북수로25번길 11,041-548-1512,36.7711527783946,127.06347383989
653,654,초등학교,금곡초등학교,11,165,31581,충남 아산시 배방읍 고불로 563-4,041-549-9012,36.7499900457861,127.040751491749
655,656,초등학교,모산초등학교,45,1003,31481,충남 아산시 배방읍 배방로 58-52,041-549-9671,36.7695255933089,127.051837144297
656,657,초등학교,아산북수초등학교,46,1074,31496,충남 아산시 배방읍 호서로 405,041-547-0931,36.76771425644221,127.07697432895345
657,658,초등학교,연화초등학교,32,715,31467,충남 아산시 배방읍 연화로 43,041-549-8561,36.7871716898378,127.094937040725
658,659,초등학교,아산용연초등학교,27,623,31463,충남 아산시 배방읍 용연동길 25,041-541-7102,36.792342308525,127.092617452754
659,660,초등학교,아산공수초등학교,44,995,31480,충남 아산시 배방읍 모산로 38-43,041-424-7902,36.770178366526316,127.04660006157073
660,661,초등학교,아산세교초등학교,15,224,31473,충남 아산시 배방읍 동방로 200,041-425-0054,36.7779967045833,127.092434400949
661,662,초등학교,탕정초등학교,49,1136,31457,충남 아산시 탕정면 탕정면로 105,041-543-7262,36.8016415877931,127.065879026929
662,663,초등학교,동덕초등학교,13,226,31458,충남 아산시 탕정면 탕정면로 381,041-533-3812,36.8209604439935,127.084501284155
663,664,초등학교,탕정미래초등학교,36,826,31457,충남 아산시 탕정면 탕정면로 54-15 ,041-538-9999,36.797704864455824,127.06378930936492
664,665,초등학교,한들물빛초등학교,76,1901,31465,충남 아산시 탕정면 한들물빛도시로 49,041-424-8400,36.78348087174463,127.08395487114694
665,666,초등학교,아산갈산초등학교,37,743,31461,충남 아산시 탕정면 갈산교로 210,041-532-7101,36.7939665794631,127.069449994186
666,667,초등학교,염티초등학교,6,55,31445,충남 아산시 염치읍 염치로 49,041-543-8005,36.8168143871781,126.977441236836
667,668,초등학교,송곡초등학교,9,155,31450,충남 아산시 염치읍 송곡길 112,041-548-9426,36.8075481489071,127.017939048198
668,669,초등학교,음봉초등학교,6,81,31443,충남 아산시 음봉면 아산온천로 517,041-543-2805,36.8493423596462,127.011472526561
669,670,초등학교,월랑초등학교,56,1276,31416,충남 아산시 음봉면 음봉로 515-50,041-543-1559,36.845668102489554,127.06883186110169
670,671,초등학교,쌍룡초등학교,6,46,31414,충남 아산시 음봉면 연암율금로 499,041-547-0235,36.8802922847026,127.074480356237
671,672,초등학교,산동초등학교,20,270,31418,충남 아산시 음봉면 산동희망로 10,041-427-7051,36.846611054947395,127.10419646426438
672,673,초등학교,둔포초등학교,22,350,31405,충남 아산시 둔포면 둔포중앙로 161번길 7,041-531-3033,36.9271266767681,127.038825297825
673,674,초등학교,염작초등학교,60,1351,31406,충남 아산시 둔포면 아산밸리중앙로 33,041-531-5478,36.9244797725968,127.051681472056
674,675,초등학교,남창초등학교,6,52,31401,충남 아산시 둔포면 신남북길 16,041-531-8844,36.9210127859712,127.001171669043
675,676,초등학교,관대초등학교,7,65,31411,충남 아산시 둔포면 산전길 19,041-531-1590,36.8986058504207,127.036777853527
676,677,초등학교,영인초등학교,7,65,31432,충남 아산시 영인면 여민루길 20,041-542-5080,36.8540266044044,126.953071006315
677,678,초등학교,신화초등학교,7,34,31425,충남 아산시 영인면 고룡산로 636,041-542-5002,36.8862443245622,126.968621590842
678,679,초등학교,인주초등학교,7,80,31429,충남 아산시 인주면 서해로 486,041-533-3184,36.8760094848587,126.895737817931
679,680,초등학교,금성초등학교,6,47,31439,충남 아산시 인주면 인주로 129,041-533-4461,36.8446792607242,126.879761075935
680,681,초등학교,선장초등학교,7,29,31546,충남 아산시 선장면 서부남로 21,041-542-0703,36.7883752882543,126.863931175091
681,682,초등학교,도고초등학교,6,66,31552,충남 아산시 도고면 도고산로 598,041-542-0344,36.74656484758264,126.89929482251523
682,683,초등학교,도고온천초등학교,6,48,31550,충남 아산시 도고면 도고면로 73,041-542-0029,36.7577902698563,126.876089150228
683,684,초등학교,신창초등학교,29,431,31536,충남 아산시 신창면 서부남로 840번길 26,041-542-7845,36.7802517831602,126.932405164213
684,685,초등학교,오목초등학교,7,86,31534,충남 아산시 신창면 서부북로 547,041-542-7263,36.8085877418321,126.928543175006
685,686,초등학교,아산남성초등학교,45,870,31530,충남 아산시 신창면 남성길 152-64 ,041-547-2312,36.7872920807091,126.957463115675
686,687,초등학교,서산초등학교,18,327,31983,충남 서산시 중앙로 38-1,041-664-5122,36.7800731427181,126.455368880585
