무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
천안동남-F0093,충청남도,천안시 동남구,시도,,먹거리11길,3,충청남도 천안시 동남구 먹거리11길 12,충청남도 천안시 동남구 신부동 453-1,36.8181111,127.1537111,신안파출소 11길,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0094,충청남도,천안시 동남구,시도,,먹거리2길,3,충청남도 천안시 동남구 먹거리2길 7,충청남도 천안시 동남구 신부동 453-2,36.8179111,127.1538111,신안파출소 10길,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0095,충청남도,천안시 동남구,시도,,먹거리1길,3,충청남도 천안시 동남구 먹거리1길 6,충청남도 천안시 동남구 신부동 453-8,36.8176111,127.1539111,먹거리2길 6,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0096,충청남도,천안시 동남구,시도,,먹거리11길,3,충청남도 천안시 동남구 신부동 460-4,충청남도 천안시 동남구 신부동 460-4,36.8182111,127.1564111,신부문화공원 11길,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0097,충청남도,천안시 동남구,시도,,먹거리4길,3,충청남도 천안시 동남구 먹거리4길 11,충청남도 천안시 동남구 신부동 459-8,36.8179111,127.1564111,신부문화공원 10길,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0098,충청남도,천안시 동남구,시도,,먹거리5길,3,충청남도 천안시 동남구 먹거리5길 14-1,충청남도 천안시 동남구 신부동 466-10,36.8175111,127.1576111,먹거리 5길 14-1,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0099,충청남도,천안시 동남구,시도,,먹거리5길,3,충청남도 천안시 동남구 먹거리5길 12,충청남도 천안시 동남구 신부동 466-8,36.8172111,127.1576111,먹거리8길 42,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0100,충청남도,천안시 동남구,시도,,먹거리8길,3,충청남도 천안시 동남구 먹거리8길 19,충청남도 천안시 동남구 신부동 458-7,36.8172111,127.1551111,먹거리8길 19,4,0,,,,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0101,충청남도,천안시 동남구,시도,,원성25길,3,,충청남도 천안시 동남구 원성동 224-5,36.8137111,127.1623111,신안초등학교 정문,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0102,충청남도,천안시 동남구,시도,,터미널9길,3,,충청남도 천안시 동남구 신부동 657,36.8229111,127.1594111,신부초등학교 정문,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0103,충청남도,천안시 동남구,시도,,버들1길,3,,충청남도 천안시 동남구 원성동 431-13,36.8045111,127.1532111,남산초등학교 정문,4,0,,,2.0,2021.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0057,충청남도,천안시 동남구,시도,,청수14로,3,충청남도 천안시 동남구 청수14로 21,충청남도 천안시 동남구 청당동 469,36.7846111,127.1487111,가온초등학교,4,0,,,2.0,2012.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0058,충청남도,천안시 동남구,시도,,신계5길,3,충청남도 천안시 동남구 신계5길 27,충청남도 천안시 동남구 목천읍 신계리 105-9,36.7737111,127.2156111,신흥초등학교,4,0,,,2.0,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0059,충청남도,천안시 동남구,시도,,서부대로,3,충청남도 천안시 동남구 서부대로 181,충청남도 천안시 동남구 신방동 107-1,36.7844111,127.1285111,신방체육관,4,0,,,,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0060,충청남도,천안시 동남구,시도,,풍세로,3,충청남도 천안시 동남구 풍세로 769-27,충청남도 천안시 동남구 신방동 195-1,36.7796111,127.1379111,용곡세광2차,4,0,,,,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0061,충청남도,천안시 동남구,시도,,통정9로,3,충청남도 천안시 동남구 통정9로 78,충청남도 천안시 동남구 신방동 1956,36.771111,127.1331111,통정한라비발디,4,0,,,2.0,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0062,충청남도,천안시 동남구,시도,,봉서10길,3,충청남도 천안시 동남구 봉서10길 12,충청남도 천안시 동남구 봉명동 42,36.8128111,127.1314111,봉서초등학교,4,0,,,2.0,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0063,충청남도,천안시 동남구,시도,,일봉로,3,충청남도 천안시 동남구 일봉로 34,충청남도 천안시 동남구 신방동 895,36.7924111,127.1315111,일봉산터널,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0064,충청남도,천안시 동남구,시도,,서부대로,3,충청남도 천안시 동남구 서부대로 245,충청남도 천안시 동남구 신방동 57-6,36.7903111,127.1285111,상신사거리,4,0,,,2.0,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0065,충청남도,천안시 동남구,시도,,새말1길,3,충청남도 천안시 동남구 새말1길 55,충청남도 천안시 동남구 용곡동 482-26,36.7886111,127.1314111,용곡초사거리,4,0,,,2.0,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0066,충청남도,천안시 동남구,시도,,복자1길,3,충청남도 천안시 동남구 복자1길 1,충청남도 천안시 동남구 성황동 9-1,36.8154111,127.1513111,복자여자고등학교,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0067,충청남도,천안시 동남구,시도,,삼성5길,3,충청남도 천안시 동남구 삼성5길 62,충청남도 천안시 동남구 목천읍 응원리 241-32,36.7606111,127.1788111,목천(부영)상가,4,0,,,2.0,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0068,충청남도,천안시 동남구,시도,,충절로,3,충청남도 천안시 동남구 충절로 143,충청남도 천안시 동남구 원성동 509-1,36.8063111,127.1588111,교보사거리,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0069,충청남도,천안시 동남구,시도,,통정12로,3,충청남도 천안시 동남구 통정12로 18,충청남도 천안시 동남구 신방동 1058,36.7786111,127.131111,신방통정12로,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0070,충청남도,천안시 동남구,시도,,통정5로,3,충청남도 천안시 동남구 통정5로 67,충청남도 천안시 동남구 신방동 1540,36.7753111,127.1341111,신방통정새마을금고,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0071,충청남도,천안시 동남구,시도,,통정5로,3,충청남도 천안시 동남구 통정5로 52,충청남도 천안시 동남구 신방동 1897,36.7738111,127.1331111,신방동원형로타리,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0072,충청남도,천안시 동남구,시도,,청수6로,3,충청남도 천안시 동남구 청수6로 60,충청남도 천안시 동남구 청당동 718,36.7862111,127.1581111,국민연금공단,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0073,충청남도,천안시 동남구,시도,,대흥로,3,충청남도 천안시 동남구 대흥로 36,충청남도 천안시 동남구 구성동 483-6,36.7971111,127.1573111,대흥로 구성휴먼시아,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0074,충청남도,천안시 동남구,시도,,일봉로,3,충청남도 천안시 동남구 일봉로 97,충청남도 천안시 동남구 용곡동 229,36.7901111,127.1376111,용곡 동일하이빌3차,4,0,,,2.0,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0075,충청남도,천안시 동남구,시도,,성남로,3,충청남도 천안시 동남구 성남로 1,충청남도 천안시 동남구 목천읍 신계리 165-7,36.7746111,127.2118111,목천 프라임아파트,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0076,충청남도,천안시 동남구,시도,,일봉로,3,충청남도 천안시 동남구 일봉로 87-20,충청남도 천안시 동남구 용곡동 465-30,36.7915111,127.1392111,용곡5길영어학원주변,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0077,충청남도,천안시 동남구,시도,,봉명로,3,충청남도 천안시 동남구 봉명로 113,충청남도 천안시 동남구 봉명동 48-47,36.8069111,127.1411111,천고사거리주변,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0078,충청남도,천안시 동남구,시도,,청수12로,3,충청남도 천안시 동남구 청수12로 5-27,충청남도 천안시 동남구 청당동 753,36.7841111,127.1594111,청수13로,4,0,,,,2017.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0079,충청남도,천안시 동남구,시도,,청당2길,3,충청남도 천안시 동남구 청당2길 117,충청남도 천안시 동남구 청당동 143-17,36.781111,127.1561111,청당동 벽산블루밍정문,4,0,,,2.0,2017.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0046,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 68,충청남도 천안시 동남구 신부동 468-4,36.8195111,127.1596111,삼부르네상스,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0047,충청남도,천안시 동남구,시도,,서부대로,3,충청남도 천안시 동남구 서부대로 264-6,충청남도 천안시 동남구 신방동 898,36.7914111,127.1294111,두레현대아파트 주변,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0048,충청남도,천안시 동남구,시도,,영성로,3,충청남도 천안시 동남구 영성로 65,충청남도 천안시 동남구 오룡동 188-12,36.8042111,127.1502111,KEB하나은행 천안역지점,4,0,,,2.0,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0049,충청남도,천안시 동남구,시도,,청수로,3,충청남도 천안시 동남구 청수로 74,충청남도 천안시 동남구 청수동 202-9,36.7896111,127.1551111,청수극동아파트,4,0,,,2.0,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0050,충청남도,천안시 동남구,시도,,삼성5길,3,충청남도 천안시 동남구 삼성5길 23,충청남도 천안시 동남구 목천읍 삼성리 188-2,36.7606111,127.1748111,목천부영초,4,0,,,2.0,2012.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0051,충청남도,천안시 동남구,시도,,새말1길,3,충청남도 천안시 동남구 새말1길 29,충청남도 천안시 동남구 신방동 40,36.7911111,127.1314111,신용초등학교,4,0,,,2.0,2012.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0052,충청남도,천안시 동남구,시도,,통정9로,3,충청남도 천안시 동남구 통정9로 58,충청남도 천안시 동남구 신방동 1924,36.7709111,127.1313111,새샘초등학교,4,0,,,2.0,2012.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0053,충청남도,천안시 동남구,시도,,청수8로,3,충청남도 천안시 동남구 청수8로 51,충청남도 천안시 동남구 청당동 626,36.7868111,127.1599111,건강보험공단,4,0,,,,2020.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0054,충청남도,천안시 동남구,시도,,청수4로,3,충청남도 천안시 동남구 청수4로 11,충청남도 천안시 동남구 청당동 458,36.7843111,127.1511111,한양수자인정문,4,0,,,,2020.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0055,충청남도,천안시 동남구,시도,,청수로,3,충청남도 천안시 동남구 청수로 15,충청남도 천안시 동남구 청수동 267,36.7891111,127.1479111,청수동경남아너스빌,4,0,,,,2012.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0056,충청남도,천안시 동남구,시도,,청수14로,3,충청남도 천안시 동남구 청수14로 77,충청남도 천안시 동남구 청당동 476,36.7848111,127.1542111,천안세무서,4,0,,,,2020.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0022,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 20,충청남도 천안시 동남구 신부동 454-2,36.8185111,127.1544111,신부농협중앙회,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0023,충청남도,천안시 동남구,시도,,중앙로,3,충청남도 천안시 동남구 중앙로 210,충청남도 천안시 동남구 신부동 452-8,36.8172111,127.1533111,중앙로 210,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0024,충청남도,천안시 동남구,시도,,서부대로,3,충청남도 천안시 동남구 서부대로 227,충청남도 천안시 동남구 신방동 49-33,36.7886111,127.1288111,서부대로한라동백,4,0,,,2.0,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0025,충청남도,천안시 동남구,시도,,신촌4로,3,충청남도 천안시 동남구 신촌4로 25,충청남도 천안시 동남구 신방동 74-62,36.7885111,127.1246111,신방동 신촌4로,4,0,,,2.0,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0026,충청남도,천안시 동남구,시도,,버들로,3,충청남도 천안시 동남구 버들로 40,충청남도 천안시 동남구 문화동 112-1,36.8069111,127.1498111,문성파출소 주변,4,0,,,2.0,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0027,충청남도,천안시 동남구,시도,,중앙로,3,충청남도 천안시 동남구 중앙로 158,충청남도 천안시 동남구 성황동 92-3,36.8125111,127.1532111,천안초등학교 주변,4,0,,,2.0,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0028,충청남도,천안시 동남구,시도,,천안대로,3,,충청남도 천안시 동남구 신부동 115-19,36.8213111,127.1625111,천안로사거리,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0029,충청남도,천안시 동남구,시도,,터미널8길,3,충청남도 천안시 동남구 터미널8길 7,충청남도 천안시 동남구 신부동 628,36.8221111,127.1582111,신부동우체국,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0030,충청남도,천안시 동남구,시도,,신촌4로,3,충청남도 천안시 동남구 신촌4로 17,충청남도 천안시 동남구 신방동 87-9,36.7875111,127.1241111,신촌초교,4,0,,,2.0,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0031,충청남도,천안시 동남구,시도,,청수5로,3,충청남도 천안시 동남구 청수5로 3,충청남도 천안시 동남구 청당동 506,36.7831111,127.1546111,동천안 우체국,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0032,충청남도,천안시 동남구,시도,,청수14로,3,충청남도 천안시 동남구 청수14로 56,충청남도 천안시 동남구 청당동 490,36.7839111,127.1527111,한양수자인 사거리,4,0,,,2.0,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0033,충청남도,천안시 동남구,시도,,신흥리3길,3,,충청남도 천안시 동남구 광덕면 신흥리 318-3,36.6988111,127.1107111,광덕초등학교 주변,4,0,,,2.0,2022.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0034,충청남도,천안시 동남구,시도,,차돌로,3,충청남도 천안시 동남구 차돌로 51,충청남도 천안시 동남구 봉명동 20-2,36.8014111,127.1359111,봉명역 입구,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0035,충청남도,천안시 동남구,시도,,각원사길,3,충청남도 천안시 동남구 각원사길 60,충청남도 천안시 동남구 안서동 234-10,36.8309111,127.1786111,안서 동보아파트,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0036,충청남도,천안시 동남구,시도,,신촌로,3,충청남도 천안시 동남구 신촌로 7,충청남도 천안시 동남구 신방동 903,36.7891111,127.1202111,삼일원앙아파트,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0037,충청남도,천안시 동남구,시도,,망향로,3,충청남도 천안시 동남구 망향로 187,충청남도 천안시 동남구 안서동 447-10,36.8399111,127.1741111,단국대학교병원입구,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0038,충청남도,천안시 동남구,시도,,충절로,3,충청남도 천안시 동남구 충절로 273,충청남도 천안시 동남구 구성동 464-4,36.7943111,127.1599111,충절오거리,4,0,,,,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0039,충청남도,천안시 동남구,시도,,원거리7길,3,충청남도 천안시 동남구 원거리7길 2,충청남도 천안시 동남구 원성동601-2,36.7988111,127.1538111,남산파출소 주변,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0040,충청남도,천안시 동남구,시도,,청수로,3,충청남도 천안시 동남구 청수로 91,충청남도 천안시 동남구 청수동 206,36.7913111,127.1557111,청수극동(LG SK)주변,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0041,충청남도,천안시 동남구,시도,,충절로,3,충청남도 천안시 동남구 충절로 311,충청남도 천안시 동남구 구성동 301-4,36.7918111,127.1625111,항목그라비스 아파트앞,4,0,,,2.0,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0042,충청남도,천안시 동남구,시도,,신부7길,3,충청남도 천안시 동남구 신부7길 5-1,충청남도 천안시 동남구 신부동 84-1,36.8152111,127.1587111,신부동 경남아너스빌,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0043,충청남도,천안시 동남구,시도,,충절로,3,충청남도 천안시 동남구 충절로 181,충청남도 천안시 동남구 원성동546-10,36.8027111,127.1593111,원성동침례교회,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0044,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 13,충청남도 천안시 동남구 신부동 363-13,36.8189111,127.1537111,태현빌딩,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0045,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 84,충청남도 천안시 동남구 신부동 494-7,36.8203111,127.1611111,대림아파트,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안서북-F0001,충청남도,천안시 서북구,시도,,봉정로,3,충청남도 천안시 서북구 봉정로 89,충청남도 천안시 서북구 성정동 745-2,36.81038097,127.1405775,서부역 삼거리,4,0,,,,2013.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0002,충청남도,천안시 서북구,시도,,봉정로,3,충청남도 천안시 서북구 봉정로 130,충청남도 천안시 서북구 성정동 193-10,36.81349911,127.1418428,성정사거리 부근,4,0,,,2.0,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0003,충청남도,천안시 서북구,시도,,봉정로,3,충청남도 천안시 서북구 봉정로 184,충청남도 천안시 서북구 성정동 313-11,36.81832023,127.143078,봉정사거리 부근,4,0,,,2.0,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0004,충청남도,천안시 서북구,시도,,월봉로,3,충청남도 천안시 서북구 월봉로 94,충청남도 천안시 서북구 쌍용동 1489,36.7989728,127.1184614,맘마마트 부근,4,0,,,,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0005,충청남도,천안시 서북구,시도,,월봉로,3,충청남도 천안시 서북구 월봉로 131,충청남도 천안시 서북구 쌍용동 1923,36.80253838,127.1180507,용암마을주변,4,0,,,2.0,2017.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0006,충청남도,천안시 서북구,시도,,서부대로,3,충청남도 천안시 서북구 서부대로 361,충청남도 천안시 서북구 쌍용동 220-9,36.79968773,127.1262076,쌍용사거리,4,0,,,,2013.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0008,충청남도,천안시 서북구,시도,,봉정로,3,충청남도 천안시 서북구 봉정로 343,충청남도 천안시 서북구 두정동 1503,36.83251913,127.145106,복지회관 사거리,4,0,,,,2013.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0009,충청남도,천안시 서북구,시도,,두정상가2길,3,충청남도 천안시 서북구 두정상가2길9,충청남도 천안시 서북구 두정동 1371,36.83095543,127.1394509,"두정상가7길,두정상가2길",4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0010,충청남도,천안시 서북구,시도,,봉주로,3,충청남도 천안시 서북구 직산읍 봉주로 22,충청남도 천안시 서북구 직산읍 삼은리 76-161,36.87674795,127.1488654,봉주로(삼은초),4,0,,,2.0,2013.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0011,충청남도,천안시 서북구,군도,,성환12길,3,충청남도 천안시 서북구 성환읍 성환12길46,충청남도 천안시 서북구 성환읍 성환리 375-2,36.91660672,127.132745,"백석 주공그린빌 1,2차 정문 앞",4,0,,,2.0,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0012,충청남도,천안시 서북구,시도,,오성로,3,충청남도 천안시 서북구 오성로 121,충청남도 천안시 서북구 두정동 1389,36.83030905,127.1410388,"성정두정로, 오성로",4,0,,,,2013.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0013,충청남도,천안시 서북구,시도,,동서대로,3,충청남도 천안시 서북구 동서대로 129-12,충청남도 천안시 서북구 성정동 1519,36.82688885,127.1378822,두정초삼거리,4,0,,,2.0,2019.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
F9106,충청남도,천안시 서북구,기타,,서부대로,2,,충청남도 천안시 서북구 쌍용동 1261,36.80319444,127.1273333,천안컨벤션센터 앞,2,50,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9107,충청남도,천안시 서북구,기타,,차돌로,2,,충청남도 천안시 서북구 쌍용동 510-19,36.79794444,127.1304444,일봉산사거리,2,50,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
천안서북-F0169,충청남도,천안시 서북구,시도,,성성7로,3,충청남도 천안시 서북구 성성7로,충청남도 천안시 서북구 성성동 993,36.840485,127.1258821,푸르지오 4차 1,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0170,충청남도,천안시 서북구,시도,,성성6로,3,충청남도 천안시 서북구 성성6로,충청남도 천안시 서북구 성성동 984,36.841611,127.1269991,푸르지오 4차 2,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0171,충청남도,천안시 서북구,시도,,성성8로,3,충청남도 천안시 서북구 성성8로,충청남도 천안시 서북구 성성동 983,36.842915,127.1284361,푸르지오 4차 3,4,0,,,,2023.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안동남-F0001,충청남도,천안시 동남구,시도,,버들로,3,충청남도 천안시 동남구 버들로 21,충청남도 천안시 동남구 문화동 69-2,36.8084111,127.1502111,버들로 21,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0002,충청남도,천안시 동남구,시도,,대흥로,3,충청남도 천안시 동남구 대흥로 243,충청남도 천안시 동남구 대흥동 30-6,36.8098111,127.1482111,천안역 광장입구,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0003,충청남도,천안시 동남구,시도,,대흥로,3,충청남도 천안시 동남구 대흥로 229,충청남도 천안시 동남구 대흥동 299-3,36.8086111,127.1478111,천안역,4,0,,,,2013.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0004,충청남도,천안시 동남구,시도,,영성로,3,충청남도 천안시 동남구 영성로 42,충청남도 천안시 동남구 영성동 82-1,36.8021111,127.1507111,중앙시장,4,0,,,,2015.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0005,충청남도,천안시 동남구,시도,,대흥로,3,충청남도 천안시 동남구 대흥로 189,충청남도 천안시 동남구 대흥동 270-2,36.8051111,127.1466111,온양나드리,4,0,,,,2020.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0006,충청남도,천안시 동남구,시도,,충절로,3,충청남도 천안시 동남구 충절로 20,충청남도 천안시 동남구 신부동 466-6,36.8172111,127.1581111,시민회관,4,0,,,,2016.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
천안동남-F0007,충청남도,천안시 동남구,시도,,만남로,3,충청남도 천안시 동남구 만남로 52,충청남도 천안시 동남구 신부동 462-7,36.8189111,127.1578111,터미널사거리,4,0,,,,2014.0,충청남도 천안시 동남구청,041-521-4425,2023-07-01,4490000,충청남도 천안시
