연번,구분,학교명,학급수,학생수(명),우편번호,주소,연락처
558,초등학교,은석초등학교,6,43,31242,충남 천안시 동남구 북면 용암3길 10,041-553-3081
559,초등학교,성남초등학교,6,44,31248,충남 천안시 동남구 성남면 대흥신덕길 95,041-553-0032
560,초등학교,신사초등학교,6,27,31245,충남 천안시 동남구 성남면 신사대화로 155,041-553-0014
561,초등학교,수신초등학교,6,30,31251,충남 천안시 동남구 수신면 수신로 459,041-522-0101
562,초등학교,병천초등학교,8,134,31254,충남 천안시 동남구 병천면 병천2로 35,041-564-1021
563,초등학교,천동초등학교,7,21,31258,충남 천안시 동남구 동면 동산1길 59,041-523-4012
564,초등학교,성환초등학교,24,517,31015,충남 천안시 서북구 성환읍 성환12길 37,041-581-9555
565,초등학교,성신초등학교,10,125,31014,충남 천안시 서북구 성환읍 성환12길 7,041-581-2814
566,초등학교,대홍초등학교,6,39,31005,충남 천안시 서북구 성환읍 잠실길 4,041-581-2700
567,초등학교,신가초등학교,6,48,31001,충남 천안시 서북구 성환읍 성환신흥2길 2,041-581-3860
568,초등학교,신방초등학교,6,53,31000,충남 천안시 서북구 성환읍 신방로 73,041-581-2314
569,초등학교,도하초등학교,6,53,31005,충남 천안시 서북구 성환읍 연암로 382,041-581-5140
570,초등학교,직산초등학교,9,140,31032,충남 천안시 서북구 직산읍 직산안길 79,041-581-3706
571,초등학교,삼은초등학교,26,486,31037,충남 천안시 서북구 직산읍 삼은2길 11,041-583-3915
572,초등학교,양당초등학교,10,161,31029,충남 천안시 서북구 직산읍 양당1길 9-12,041-584-0015
573,초등학교,성거초등학교,27,563,31046,충남 천안시 서북구 성거읍 소댕이3길 606-21,041-622-7849
574,초등학교,소망초등학교,25,482,31048,충남 천안시 서북구 성거읍 역전말3길 102 ,041-587-0065
575,초등학교,입장초등학교,13,157,31055,충남 천안시 서북구 입장면 하장4길 19,041-585-3992
576,초등학교,양대초등학교,6,54,31055,충남 천안시 서북구 입장면 성진로 858,041-584-5077
577,초등학교,공주중동초등학교,11,163,32563,충남 공주시 웅진로 146-5,041-850-9601
578,초등학교,공주금학초등학교,7,57,32564,충남 공주시 공주고담길 19,041-858-1460
579,초등학교,태봉초등학교,6,35,32600,충남 공주시 원태봉길57(태봉동),041-852-8007
580,초등학교,공주봉황초등학교,7,86,32549,충남 공주시 오거리길5,041-854-2203
581,초등학교,효포초등학교,7,34,32596,충남 공주시 전진배길 313(신기동),041-854-5374
582,초등학교,신관초등학교,26,569,32576,충남 공주시 번영1로 97-13,041-856-1901
583,초등학교,공주교동초등학교,9,143,32542,충남 공주시 용당길 69-6,041-854-3927
584,초등학교,공주신월초등학교,46,1185,32579,충남 공주시 번영1로 193(신관동),041-881-5013
585,초등학교,유구초등학교,8,88,32506,충남 공주시 유구읍 유구초교길 12,041-841-2302
586,초등학교,구산초등학교,6,31,32508,충남 공주시 유구읍 유구마곡사로 61-1,041-841-8588
587,초등학교,이인초등학교,7,38,32607,충남 공주시 이인면 은행길 56,041-857-5052
588,초등학교,탄천초등학교,7,36,32609,충남 공주시 탄천면 통산로 168,041-854-1625
589,초등학교,계룡초등학교,6,48,32616,충남 공주시 계룡면 영규대사로 459,041-857-5023
590,초등학교,경천초등학교,6,21,32619,충남 공주시 계룡면 신원사로112,041-852-4030
591,초등학교,반포초등학교,8,44,32622,충남 공주시 반포면 반포초교길 97,041-857-7010
592,초등학교,학봉초등학교,6,37,32626,충남 공주시 반포면 동학사 1로 141-10,042-825-4069
593,초등학교,의당초등학교,7,59,32518,충남 공주시 의당면 의당초교길 49,041-852-0010
594,초등학교,수촌초등학교,7,52,32519,충남 공주시 의당면 윗태실길 1-8,041-854-4052
595,초등학교,정안초등학교,6,42,32512,충남 공주시 정안면 내촌리 정안중앙길79,041-858-6004
596,초등학교,석송초등학교,6,49,32513,충남 공주시 정안면 마래섭들길56,041-858-0384
597,초등학교,우성초등학교,7,38,32531,충남 공주시 우성면 동대리길 33,041-853-2481
598,초등학교,귀산초등학교,6,54,32528,충남 공주시 우성면 귀산길 81-15,041-854-7304
599,초등학교,상서초등학교,7,59,32530,충남 공주시 우성면 우성길 137-37,041-854-0544
600,초등학교,호계초등학교,6,27,32523,충남 공주시 사곡면 마곡사로 149-12,041-841-7014
601,초등학교,마곡초등학교,7,20,32520,충남 공주시 사곡면 운정길 29-10,041-841-8010
602,초등학교,신풍초등학교,7,27,32525,충남 공주시 신풍면 신풍길 50-11,041-841-1003
603,초등학교,덕암초등학교,7,22,32500,충남 공주시 유구읍 금계산로 943,041-841-6352
604,초등학교,공주교육대학교부설초등학교,25,475,32553,충남 공주시 하선길 47,041-850-1802
605,초등학교,대천초등학교,25,541,33439,충남 보령시 대천로 59,041-931-1401
606,초등학교,대남초등학교,7,81,33454,충남 보령시 남대천로 22,041-936-3832
607,초등학교,한내초등학교,17,264,33475,충남 보령시 보령남로 39,041-934-2103
608,초등학교,명천초등학교,35,839,33481,충남 보령시 주공로 119,041-931-7182
609,초등학교,대천동대초등학교,38,899,33430,충남 보령시 한내로터리길 137-12,041-931-7937
610,초등학교,대관초등학교,14,225,33452,충남 보령시 대관초등길 97,041-933-5279
611,초등학교,청룡초등학교,7,36,33491,충남 보령시 대해로 646,041-933-9773
612,초등학교,청룡초등학교장고분교장,2,5,33411,충남 보령시 오천면 장고도2길 18,041-931-3602
613,초등학교,청파초등학교,7,43,33489,충남 보령시 대천항로 235,041-932-6166
614,초등학교,청파초등학교호도분교장,0,0,33411,충남 보령시 오천면 호도길 81,041-932-3896
615,초등학교,웅천초등학교,6,38,33519,충남 보령시 웅천읍 충서로 1035,041-931-2982
616,초등학교,대창초등학교,7,34,33522,충남 보령시 웅천읍 방축길 90-43,041-934-6692
617,초등학교,관당초등학교,6,21,33507,충남 보령시 웅천읍 무창포로 309,041-936-3813
618,초등학교,주포초등학교,6,28,33434,충남 보령시 주포면 보령읍성길 87-22,041-932-7006
619,초등학교,관창초등학교,7,90,33426,충남 보령시 주교면 한술1길 17,041-932-3195
620,초등학교,송학초등학교,6,37,33409,충남 보령시 주교면 토정로 796-52,041-934-7092
621,초등학교,오천초등학교,5,17,33412,충남 보령시 오천면 충청수영로 822,041-931-1364
622,초등학교,오천초등학교삽시분교장,2,7,33411,충남 보령시 오천면 삽시도1길 159-34,041-931-1365
623,초등학교,천북초등학교,7,38,33402,충남 보령시 천북면 하궁길 45,041-641-9018
624,초등학교,낙동초등학교,6,15,33403,충남 보령시 천북면 천광로 421-6,041-641-6879
625,초등학교,청소초등학교,7,28,33418,충남 보령시 청소면 청소큰길 225,041-932-9733
626,초등학교,남포초등학교,7,26,33495,충남 보령시 남포면 읍성향교길 21,041-933-0066
627,초등학교,주산초등학교,6,19,33517,충남 보령시 주산면 충서로 416,041-933-6025
628,초등학교,청라초등학교,7,51,33424,충남 보령시 청라면 원모루길 205,041-932-8038
629,초등학교,청보초등학교,7,64,33423,충남 보령시 청라면 대청로 759,041-932-8047
630,초등학교,옥계초등학교,7,43,33421,충남 보령시 청라면 죽성로 681,041-936-7172
631,초등학교,월전초등학교,7,32,33501,충남 보령시 남포면 곡촌길 11,041-933-1094
632,초등학교,미산초등학교,7,26,33512,충남 보령시 미산면 판미로 1462-7,041-933-4175
633,초등학교,개화초등학교,7,36,33486,충남 보령시 성주면 성주산로 735,041-933-5841
634,초등학교,성주초등학교,7,36,33485,충남 보령시 성주면 성주초교길 8,041-934-3482
635,초등학교,청파초등학교외연도분교장,4,8,33411,충남 보령시 오천면 외연도1길 134,041-936-5004
636,초등학교,광명초등학교,5,16,33411,충남 보령시 오천면 원산도3길 151-11,041-936-6109
637,초등학교,온양초등학교,17,300,31562,충남 아산시 온주길 26번길 10,041-544-4821
638,초등학교,온양온천초등학교,15,305,31520,충남 아산시 청운로 90,041-544-9830
639,초등학교,온양동신초등학교,34,788,31526,충남 아산시 번영로234번길 52,041-544-6552
640,초등학교,온양초사초등학교,7,75,31559,충남 아산시 초사길 122,041-532-2139
641,초등학교,온양천도초등학교,36,761,31504,충남 아산시 실옥로 45,041-544-4860
642,초등학교,신리초등학교,45,1141,31517,충남 아산시 모종로 73-13,041-545-2091
643,초등학교,신광초등학교,19,280,31530,충남 아산시 서부북로 993,041-534-7215
644,초등학교,온양중앙초등학교,21,302,31570,충남 아산시 중앙로 17,041-546-2352
645,초등학교,용화초등학교,18,380,31569,충남 아산시 시민로 258번길 3-8,041-549-7494
646,초등학교,온양권곡초등학교,22,441,31518,충남 아산시 문화로 243번길 14,041-534-6802
647,초등학교,온양신정초등학교,15,245,31502,충남 아산시 온천대로 1333번길 29,041-532-7907
648,초등학교,온양풍기초등학교,47,1145,31579,충남 아산시 남부로 351,041-546-3404
649,초등학교,충무초등학교,20,424,31517,충남 아산시 문화로 271-45,041-547-5302
650,초등학교,아산초등학교,40,855,31580,충남 아산시 남부로 266,041-549-6292
651,초등학교,송남초등학교,13,169,31557,충남 아산시 송악면 송악로 802,041-543-3907
652,초등학교,거산초등학교,6,63,31584,충남 아산시 송악면 외암로 460,041-542-9152
653,초등학교,배방초등학교,51,1185,31487,충남 아산시 배방읍 북수로25번길 11,041-548-1512
654,초등학교,금곡초등학교,11,165,31581,충남 아산시 배방읍 고불로 563-4,041-549-9012
655,초등학교,동방초등학교,0,0,31474,충남 아산시 배방읍 휴대안길 10,041-548-3852
656,초등학교,모산초등학교,45,1003,31481,충남 아산시 배방읍 배방로 58-52,041-549-9671
657,초등학교,아산북수초등학교,46,1074,31496,충남 아산시 배방읍 호서로 405,041-547-0931
658,초등학교,연화초등학교,32,715,31467,충남 아산시 배방읍 연화로 43,041-549-8561
659,초등학교,아산용연초등학교,27,623,31463,충남 아산시 배방읍 용연동길 25,041-541-7102
660,초등학교,아산공수초등학교,44,995,31480,충남 아산시 배방읍 모산로 38-43,041-424-7902
661,초등학교,아산세교초등학교,15,224,31473,충남 아산시 배방읍 동방로 200,041-425-0054
662,초등학교,탕정초등학교,49,1136,31457,충남 아산시 탕정면 탕정면로 105,041-543-7262
663,초등학교,동덕초등학교,13,226,31458,충남 아산시 탕정면 탕정면로 381,041-533-3812
664,초등학교,탕정미래초등학교,36,826,31457,충남 아산시 탕정면 탕정면로 54-15 ,041-538-9999
665,초등학교,한들물빛초등학교,76,1901,31465,충남 아산시 탕정면 한들물빛도시로 49,041-424-8400
666,초등학교,아산갈산초등학교,37,743,31461,충남 아산시 탕정면 갈산교로 210,041-532-7101
667,초등학교,염티초등학교,6,55,31445,충남 아산시 염치읍 염치로 49,041-543-8005
668,초등학교,송곡초등학교,9,155,31450,충남 아산시 염치읍 송곡길 112,041-548-9426
669,초등학교,음봉초등학교,6,81,31443,충남 아산시 음봉면 아산온천로 517,041-543-2805
670,초등학교,월랑초등학교,56,1276,31416,충남 아산시 음봉면 음봉로 515-50,041-543-1559
671,초등학교,쌍룡초등학교,6,46,31414,충남 아산시 음봉면 연암율금로 499,041-547-0235
672,초등학교,산동초등학교,20,270,31418,충남 아산시 음봉면 산동희망로 10,041-427-7051
673,초등학교,둔포초등학교,22,350,31405,충남 아산시 둔포면 둔포중앙로 161번길 7,041-531-3033
674,초등학교,염작초등학교,60,1351,31406,충남 아산시 둔포면 아산밸리중앙로 33,041-531-5478
675,초등학교,남창초등학교,6,52,31401,충남 아산시 둔포면 신남북길 16,041-531-8844
676,초등학교,관대초등학교,7,65,31411,충남 아산시 둔포면 산전길 19,041-531-1590
677,초등학교,영인초등학교,7,65,31432,충남 아산시 영인면 여민루길 20,041-542-5080
678,초등학교,신화초등학교,7,34,31425,충남 아산시 영인면 고룡산로 636,041-542-5002
679,초등학교,인주초등학교,7,80,31429,충남 아산시 인주면 서해로 486,041-533-3184
680,초등학교,금성초등학교,6,47,31439,충남 아산시 인주면 인주로 129,041-533-4461
681,초등학교,선장초등학교,7,29,31546,충남 아산시 선장면 서부남로 21,041-542-0703
682,초등학교,도고초등학교,6,66,31552,충남 아산시 도고면 도고산로 598,041-542-0344
683,초등학교,도고온천초등학교,6,48,31550,충남 아산시 도고면 도고면로 73,041-542-0029
684,초등학교,신창초등학교,29,431,31536,충남 아산시 신창면 서부남로 840번길 26,041-542-7845
685,초등학교,오목초등학교,7,86,31534,충남 아산시 신창면 서부북로 547,041-542-7263
686,초등학교,아산남성초등학교,45,870,31530,충남 아산시 신창면 남성길 152-64 ,041-547-2312
687,초등학교,서산초등학교,18,327,31983,충남 서산시 중앙로 38-1,041-664-5122
688,초등학교,서동초등학교,26,443,31979,충남 서산시 쌍연남1로 19-5,041-664-2627
689,초등학교,오산초등학교,6,43,32009,충남 서산시 덕지천로 436,041-669-2704
690,초등학교,서령초등학교,12,190,32007,충남 서산시 남부순환로 749,041-664-0754
691,초등학교,부춘초등학교,29,613,31985,충남 서산시 양유정 3로 9 (읍내동 130),041-669-0206
692,초등학교,서림초등학교,32,717,31999,충남 서산시 덕지천로 104(석남동),041-666-1661
693,초등학교,학돌초등학교,25,524,31971,충남 서산시 부춘1로 35(읍내동),041-668-8608
694,초등학교,서산석림초등학교,27,558,32003,충남 서산시 동서1로 41-6,041-668-6092
695,초등학교,서산예천초등학교,34,809,31998,충남 서산시 예천1로 3-21,041-668-5405
696,초등학교,서산동문초등학교,32,700,31967,충남 서산시 쌍연북 2로 31,041-668-7912
697,초등학교,서산서남초등학교,49,1149,31998,충남 서산시 예천2로 19,041-671-5000
698,초등학교,대산초등학교,15,270,31909,충남 서산시 대산읍 구진로 40-5,041-669-0152
699,초등학교,명지초등학교,6,61,31907,충남 서산시 대산읍 명지3로 25,041-664-2360
700,초등학교,서산대진초등학교,6,24,31906,충남 서산시 대산읍 기은아섬길 16,041-681-7051
701,초등학교,인지초등학교,14,289,32015,충남 서산시 인지면 둔산1길 1,041-662-1045
702,초등학교,차동초등학교,8,74,32012,충남 서산시 인지면 차동길 140,041-663-1080
703,초등학교,부석초등학교,7,51,32019,충남 서산시 부석면 취평2길 37-6,041-664-8601
704,초등학교,부석초등학교간월도분교장,3,6,32023,충남 서산시 부석면 간월달발길 57,041-664-8602
705,초등학교,강당초등학교,6,52,32021,충남 서산시 부석면 인정로 183,041-669-6861
706,초등학교,가사초등학교,6,80,32017,충남 서산시 부석면 강경벌로 478,041-669-1398
707,초등학교,팔봉초등학교,6,54,31923,충남 서산시 팔봉면 한재무두리1길 233,041-662-6019
708,초등학교,팔봉초등학교고파도분교장,0,0,31926,충남 서산시 팔봉면 고파도 3길 60,041-662-2496
709,초등학교,부성초등학교,20,404,31919,충남 서산시 지곡면 화천1로 83,041-664-4512
710,초등학교,성연초등학교,66,1410,31931,충남 서산시 성연면 성연3로 57-10,041-669-2192
711,초등학교,음암초등학교,12,200,31936,충남 서산시 음암면 도당로 5,041-669-6212
712,초등학교,동암초등학교,6,76,31941,충남 서산시 음암면 동암마을길 14-3,041-669-2251
713,초등학교,운산초등학교,7,46,31945,충남 서산시 운산면 운암로 1037,041-669-6341
714,초등학교,운신초등학교,7,49,31948,충남 서산시 운산면 해운로 539,041-688-4100
715,초등학교,해미초등학교,10,158,31960,충남 서산시 해미면 성지1로 81,041-688-1592
716,초등학교,언암초등학교,7,109,30959,충남 서산시 해미면 기지1길 27,041-688-9042
717,초등학교,고북초등학교,7,60,32027,충남 서산시 고북면 고북3로 19,041-669-6303
718,초등학교,논산부창초등학교,14,248,32954,논산시 시민로397번길 10,041-736-6804
719,초등학교,논산반월초등학교,7,102,32952,논산시 해월로 148 ,041-735-2436
720,초등학교,논산동성초등학교,27,554,32974,논산시 관촉로 263(취암동),041-734-0892
721,초등학교,논산중앙초등학교,33,731,32981,논산시 논산대로 269-10(내동),041-736-3021
722,초등학교,논산내동초등학교,44,1038,32990,논산시 중앙로 192(내동),041-734-7463
723,초등학교,강경중앙초등학교,6,44,32934,논산시 강경읍 옥녀봉로 8,041-745-0678
724,초등학교,강경산양초등학교,7,41,32942,논산시 강경읍 산양길 45,041-745-1457
725,초등학교,강경황산초등학교,9,142,32936,논산시 강경읍 대흥로34번길 5 ,041-745-0273
726,초등학교,구자곡초등학교,7,81,33011,논산시 연무로 369(연무읍),041-741-4157
727,초등학교,연무초등학교,7,81,33013,논산시 연무읍 득안대로 527,041-741-5295
728,초등학교,연무중앙초등학교,17,348,33008,논산시 연무읍 연무로 211-14,041-741-4112
729,초등학교,성동초등학교,7,44,32927,논산시 성동면 성동로 240번길 30,041-734-2622
730,초등학교,원봉초등학교,6,46,32926,논산시 성동면 성동로 552,041-736-6082
731,초등학교,광석초등학교,8,54,32922,논산시 광석면 사계로 451,041-732-8015
732,초등학교,왕전초등학교,6,54,32920,논산시 광석면 왕전2길 12,041-733-2694
733,초등학교,노성초등학교,6,44,32902,논산시 노성면 노성로 507번길 11,041-736-5580
734,초등학교,상월초등학교,7,45,32904,논산시 상월면 신충리 백일헌로 1025-13,041-734-4010
735,초등학교,부적초등학교,7,64,32917,논산시 부적면 남마구평길 70,041-732-7032
736,초등학교,감곡초등학교,6,21,32916,논산시 부적면 계백로 1676-26,041-732-7066
737,초등학교,연산초등학교,7,71,32911,논산시 연산면 연산5길 13,041-733-0657
738,초등학교,청동초등학교,7,56,32913,논산시 연산면 선비로 293번길 29-5,041-733-0323
739,초등학교,백석초등학교,7,64,32909,논산시 연산면 선비로 726,041-734-4708
740,초등학교,벌곡초등학교,6,53,33026,논산시 벌곡면 대둔로 821-8,041-733-9009
741,초등학교,도산초등학교,6,89,33028,논산시 벌곡면 수락로 23,041-733-9780
742,초등학교,양촌초등학교,8,67,33023,논산시 양촌면 매죽헌로 1665번길 22,041-741-2019
743,초등학교,반곡초등학교,9,145,33021,논산시 양촌면 황산벌로 1126번길 5,041-734-2334
744,초등학교,가야곡초등학교,7,33,33019,논산시 가야곡면 덕은로 160,041-742-3369
745,초등학교,은진초등학교,8,94,33001,논산시 은진면 매죽헌로 25번길 1,041-741-0019
746,초등학교,성덕초등학교,7,101,32999,논산시 은진면 원앙로 1174 ,041-741-0074
747,초등학교,채운초등학교,7,79,32945,논산시 채운면 채운로 112,041-734-3274
748,초등학교,이화초등학교,7,45,32946,논산시 채운면 채운로 350,041-742-2228
749,초등학교,두마초등학교,26,531,32837,계룡시 두마면 팥거리로 160,042-841-8014
750,초등학교,엄사초등학교,19,358,32808,계룡시 엄사면 번영3길 30,042-841-4498
751,초등학교,신도초등학교,20,384,32819,계룡시 엄사면 번영3길 82,042-841-9863
752,초등학교,용남초등학교,41,969,32801,계룡시 신도안면 신도안1길 88,042-551-1504
753,초등학교,금암초등학교,26,615,32824,계룡시 장안로 104,042-841-0872
754,초등학교,당진초등학교,26,463,31776,충남 당진시 교동길 106,041-352-3753
755,초등학교,성당초등학교,7,106,31789,충남 당진시 역천로 222,041-356-5155
756,초등학교,계성초등학교,32,729,31771,충남 당진시 당진중앙1로 290,041-352-4031
757,초등학교,탑동초등학교,54,1345,31780,충남 당진시 대호만로 12,041-354-1252
758,초등학교,원당초등학교,46,1097,31771,충남 당진시 밤절로 31,041-358-5602
759,초등학교,대덕초등학교,38,811,31787,충남 당진시 대덕1로 80,041-430-0102
760,초등학교,수청초등학교,31,683,31817,충남 당진시 수청2로 37,041-358-9871
761,초등학교,합덕초등학교,14,217,31813,충남 당진시 합덕읍 덕평로 508,041-362-2692
762,초등학교,합도초등학교,8,71,31811,충남 당진시 합덕읍 면천로 1538,041-362-2303
763,초등학교,신촌초등학교,6,34,31815,충남 당진시 합덕읍 상덕로 620-13,041-362-2778
764,초등학교,고대초등학교,7,99,31793,충남 당진시 고대면 고대로 206,041-353-6368
765,초등학교,고산초등학교,7,57,31791,충남 당진시 고대면 서집들길 55,041-353-8820
766,초등학교,석문초등학교,8,88,31703,충남 당진시 석문면 다리들길7,041-353-9042 
767,초등학교,삼봉초등학교,7,72,31706,충남 당진시 석문면 대호만로 1722-1,041-353-0040
768,초등학교,삼봉초등학교난지분교장,1,1,31708,충남 당진시 석문면 난지1길 155,041-352-1344
769,초등학교,초락초등학교,7,27,31707,충남 당진시 석문면 샛터말길35,041-352-6239
770,초등학교,조금초등학교,7,54,31798,충남 당진시 대호지면 4.4만세로 23,041-353-1010
771,초등학교,정미초등학교,6,39,31802,충남 당진시 정미면 운정로 642,041-353-2078
772,초등학교,천의초등학교,7,45,31800,충남 당진시 정미면 천평로 30,041-353-2010
773,초등학교,면천초등학교,6,47,31804,충남 당진시 면천면 면천서문1길 33,041-356-3090
774,초등학교,순성초등학교,6,74,31757,충남 당진시 순성면 순성로 473,041-353-4140
775,초등학교,북창초등학교,8,117,31759,충남 당진시 순성면 붉은재길 68,041-362-2302
776,초등학교,우강초등학교,7,81,31754,충남 당진시 우강면 우강송산로 183-7,041-362-3046
777,초등학교,신평초등학교,13,181,31741,충남 당진시 신평면 원머리로 7,041-362-6082
778,초등학교,서정초등학교,29,634,31748,충남 당진시 신평면 거산3거리길 28-1,041-362-6057
779,초등학교,한정초등학교,7,51,31743,충남 당진시 신평면 샛터로 172 ,041-362-9913
780,초등학교,송악초등학교,13,207,31728,충남 당진시 송악읍 송악로 663-1,041-358-8004
781,초등학교,전대초등학교,6,86,31729,충남 당진시 송악읍 신평로 1185,041-357-8201
782,초등학교,기지초등학교,74,1741,31733,충남 당진시 송악읍 반촌로 84-3,041-355-6091
783,초등학교,상록초등학교,16,294,31723,충남 당진시 송악읍 송악로 1024,041-356-8078
784,초등학교,송산초등학교,9,113,31714,충남 당진시 송산면 상거길 19-1,041-353-7081
785,초등학교,당산초등학교,10,154,31713,충남 당진시 송산면 당산2로 185,041-352-0075
786,초등학교,유곡초등학교,17,324,31711,충남 당진시 송산면 송산로 821-17,041-353-7078
787,초등학교,금산중앙초등학교,22,473,32746,충남 금산군 금산읍 금산로 1427,041-753-6333
788,초등학교,금산초등학교,23,443,32738,충남 금산군 금산읍 인삼로 69,041-753-6230
789,초등학교,금산동초등학교,8,94,32725,충남 금산군 금산읍 후곤천길 145,041-753-6135
790,초등학교,금성초등학교,7,27,32707,충남 금산군 금성면 진산로 370,041-752-3010
791,초등학교,금성초등학교금계분교장,2,4,32716,충남 금산군 금성면 어필각로 448,041-753-7703
792,초등학교,제원초등학교,8,27,32723,충남 금산군 제원면 제원3길 11,041-752-7024
793,초등학교,부리초등학교,7,36,32757,충남 금산군 부리면 현내로 81,041-753-0527
794,초등학교,군북초등학교,7,36,32718,충남 금산군 군북면 군북로 714 ,041-753-2008
795,초등학교,용문초등학교,7,81,32721,충남 금산군 군북면 시두물길 15,041-751-1656
796,초등학교,상곡초등학교,6,26,32717,충남 금산군 군북면 상곡길 34,041-753-7045
797,초등학교,남일초등학교,6,52,32758,충남 금산군 남일면 봉황로 83,041-752-9461
798,초등학교,남이초등학교,6,17,32751,충남 금산군 남이면 진악로 51,041-753-1016
799,초등학교,진산초등학교,7,38,32704,충남 금산군 진산면 읍내로 41,041-752-4020
800,초등학교,복수초등학교,7,23,32703,충남 금산군 복수면 복수로 137로,041-752-8312
801,초등학교,신대초등학교,6,20,32701,충남 금산군 복수면 복수로 753,041-752-8212
802,초등학교,추부초등학교,10,131,32714,충남 금산군 추부면 하마전로 23,041-753-7908
803,초등학교,성대초등학교,7,32,32710,충남 금산군 추부면 군북로 1402,041-753-7168
804,초등학교,부여초등학교,26,562,33135,충남 부여군 부여읍 부소로 105-10,041-834-3223
805,초등학교,백제초등학교,9,102,33115,충남 부여군 부여읍 계백로321,041-833-7261
806,초등학교,궁남초등학교,5,44,33168,충남 부여군 부여읍 계백로 238-6,041-834-3123
807,초등학교,대왕초등학교,7,31,33160,충남 부여군 부여읍 금성로 150,041-834-6078
808,초등학교,송간초등학교,7,42,33127,충남 부여군 부여읍 삼충로 272번길 5,041-834-3346
809,초등학교,규암초등학교,26,485,33123,충남 부여군 규암면 계백로 3,041-835-8221
810,초등학교,합송초등학교,7,40,33120,충남 부여군 규암면 흥수로 561번길 8,041-836-7190
811,초등학교,백강초등학교,6,35,33116,충남 부여군 규암면 백제문로 251번길 20,041-835-9390
812,초등학교,은산초등학교,7,61,33313,충남 부여군 은산면 충의로 729,041-832-6390
813,초등학교,외산초등학교,6,22,33104,충남 부여군 외산면 만수로 421,041-836-5290
814,초등학교,내산초등학교,7,31,33195,충남 부여군 내산면 성충로 906,041-833-4290
815,초등학교,구룡초등학교,6,19,33191,충남 부여군 구룡면 태양로 25,041-832-2830
816,초등학교,용당초등학교,5,13,33190,충남 부여군 구룡면 용당로 2번길 73,041-832-9160
817,초등학교,홍산초등학교,6,72,33200,충남 부여군 홍산면 홍산로 111번길 7,041-835-1091
818,초등학교,옥산초등학교,6,13,33205,충남 부여군 옥산면 대백제로 330,041-832-0091
819,초등학교,마정초등학교,5,8,33210,충남 부여군 남면 마정로 7-9,041-832-3190
820,초등학교,충화초등학교,5,15,33212,충남 부여군 충화면 팔충로 701,041-833-1090
821,초등학교,양화초등학교,6,12,33215,충남 부여군 양화면 충절로 215,041-833-3090
822,초등학교,임천초등학교,7,48,33219,충남 부여군 임천면 성흥로97번길15,041-837-0712
823,초등학교,장암초등학교,7,33,33183,충남 부여군 장암면 석동로 112,041-834-2624
824,초등학교,세도초등학교,6,34,33227,충남 부여군 세도면 세도로 68,041-833-0090
825,초등학교,석성초등학교,4,10,33179,충남 부여군 석성면 석성로 113-8,041-836-9091
826,초등학교,석양초등학교,7,48,33176,충남 부여군 석성면 증산로39번길 31,041-836-6190
827,초등학교,초촌초등학교,6,27,33175,충남 부여군 초촌면 초촌로 55,041-832-7862
828,초등학교,장항초등학교,11,138,33659,충남 서천군 장항읍 성주길6,041-956-0068
829,초등학교,장항중앙초등학교,10,161,33670,충남 서천군 장항읍 장항로121번길 7,041-956-6306
830,초등학교,송림초등학교,6,42,33658,충남 서천군 장항읍 옥도로 14,041-956-8523
831,초등학교,서천초등학교,26,630,33643,충남 서천군 서천읍 서천로 98번길 5,041-953-6901
832,초등학교,서남초등학교,4,15,33653,충남 서천군 마서면 마서로 260번길 12,041-953-3703
833,초등학교,마동초등학교,7,67,33657,충남 서천군 마서면 원송로 229,041-956-6885
834,초등학교,송석초등학교,6,30,33650,충남 서천군 마서면 송신로 432,041-952-8711
835,초등학교,화양초등학교,6,21,33629,충남 서천군 화양면 화산로 64번길,041-951-1515
836,초등학교,기산초등학교,7,31,33628,충남 서천군 기산면 기산길 107,041-951-1014
837,초등학교,한산초등학교,6,36,33624,충남 서천군 한산면 한마로 48 ,041-951-0081
838,초등학교,마산초등학교,5,21,33622,충남 서천군 마산면 삼일로 327,041-953-1732
839,초등학교,시초초등학교,6,55,33620,충남 서천군 시초면 시초북로 31,041-952-1906
840,초등학교,문산초등학교,6,10,33617,충남 서천군 문산면 신농길 26-29,041-952-4013
841,초등학교,오성초등학교,7,32,33615,충남 서천군 판교면 종판로 857번길 13,041-951-9776
842,초등학교,부내초등학교,6,37,33611,충남 서천군 종천면 충서로363번길 23-1,041-953-4081
843,초등학교,비인초등학교,7,27,33608,충남 서천군 비인면 비인로192(성내리),041-952-1323
844,초등학교,서면초등학교,7,25,33602,충남 서천군 서면 선합장길 15,041-951-7578
845,초등학교,서도초등학교,7,80,33603,충남 서천군 서면 공암남촌길 31번길 33,041-952-0039
846,초등학교,청양초등학교,16,303,33324,충남 청양군 청양읍 칠갑산로 9길 29,041-943-2683
847,초등학교,청송초등학교,7,42,33340,충남 청양군 청양읍 칠갑산로 97,041-943-2562
848,초등학교,운곡초등학교,6,27,33315,충남 청양군 운곡면 청신로 882,041-942-9762
849,초등학교,수정초등학교,6,64,33345,충남 청양군 대치면 칠갑산로 514,041-942-3503
850,초등학교,정산초등학교,7,82,33352,충남 청양군 정산면 칠갑산로 1863,041-942-0013
851,초등학교,목면초등학교,6,22,33358,충남 청양군 목면 철마장길 27,041-944-0762
852,초등학교,청남초등학교,6,20,33363,충남 청양군 청남면 명덕로 207-4,041-943-4854
